Site,site_id,Prmnn_I,GNIS_ID,GNIS_Nm,ReachCd,FType,FCode,Lat,Long
278,nhd_11949911,11949911,1622089,West Bear Lake,4.0201E+12,390,39004,-89.26337035,46.24255267
279,nhd_11949917,11949917,1619796,East Bear Lake,4.0201E+12,390,39004,-89.25192239,46.24185419
280,nhd_11949925,11949925,1620029,Glimmerglass Lake,4.0201E+12,390,39009,-89.32034591,46.22517516
281,nhd_11949927,11949927,629472,Katherine Lake,4.0201E+12,390,39004,-89.31195797,46.23984964
282,nhd_11949945,11949945,1621828,Sun Lake,4.0201E+12,390,39004,-89.10030586,46.24262457
283,nhd_11949977,11949977,632852,Mountain Lake,4.0201E+12,390,39004,-89.25981997,46.23143887
284,nhd_11949987,11949987,1619584,Corey Lake,4.0201E+12,390,39004,-89.2972996,46.23204016
285,nhd_11949989,11949989,1619148,Beaver Station Lake,4.0201E+12,390,39004,-89.17437435,46.23379283
286,nhd_11949993,11949993,1620461,Kvidera Lake,4.0201E+12,390,39004,-89.16873759,46.2324695
287,nhd_11950001,11950001,1580595,Tenderfoot Lake,4.0201E+12,390,39004,-89.52920938,46.2178662
288,nhd_11950015,11950015,1620070,Gray Lake,4.0201E+12,390,39004,-89.44983602,46.22258917
289,nhd_11950017,11950017,,,4.0201E+12,390,39004,-89.22775559,46.22630478
290,nhd_11950027,11950027,1619009,Allen Lake,4.0201E+12,390,39004,-89.17189336,46.22417096
291,nhd_11950037,11950037,1619332,Brown Lake,4.0201E+12,390,39004,-89.47364975,46.21793307
292,nhd_11950039,11950039,1619773,Duck Lake,4.0201E+12,390,39009,-89.21812479,46.20405016
293,nhd_11950059,11950059,1619788,Dutch Lake,4.0201E+12,390,39004,-89.45997489,46.21371249
294,nhd_11950065,11950065,1623170,Devils Head Lake,4.0201E+12,390,39004,-89.24241921,46.21508705
295,nhd_11950071,11950071,627973,Hay Lake,4.0201E+12,390,39004,-89.33109181,46.21455767
296,nhd_11950077,11950077,1579048,Crampton Lake,4.0201E+12,390,39004,-89.47357233,46.20989061
297,nhd_11950081,11950081,1616352,Whitefish Lake,4.0201E+12,390,39004,-89.34858206,46.20632427
298,nhd_11950083,11950083,1619026,Anderson Lake,4.0201E+12,390,39004,-89.14398075,46.21539203
299,nhd_11950085,11950085,1620294,Imp Lake,4.0201E+12,390,39004,-89.07616523,46.21670674
300,nhd_11950087,11950087,1580086,Palmer Lake,4.0201E+12,390,39009,-89.49998255,46.19969563
301,nhd_11950091,11950091,1615038,Trapper Lake,4.0201E+12,390,39004,-89.25607133,46.21365204
302,nhd_11950093,11950093,626750,Germain Lake,4.0201E+12,390,39004,-89.26581345,46.21322502
303,nhd_11950099,11950099,,,4.0201E+12,390,39004,-89.50848861,46.2061948
304,nhd_11950117,11950117,1579096,Deadwood Lake,4.0201E+12,390,39004,-89.47495413,46.20350643
305,nhd_11950121,11950121,1622179,Wilson Lake,4.0201E+12,390,39004,-89.15770161,46.20687761
306,nhd_11950145,11950145,1619720,Dinner Lake,4.0201E+12,390,39004,-89.13476727,46.19992208
307,nhd_11950147,11950147,1579081,Dalzell Lake,4.0201E+12,390,39004,-89.47452193,46.19532835
308,nhd_11950185,11950185,1579027,Cochran Lake,4.0201E+12,390,39004,-89.51586648,46.18796646
309,nhd_11950245,11950245,1579551,Jones Lake,4.0201E+12,390,39004,-89.51710509,46.18195256
310,nhd_11950261,11950261,1579426,Helen Lake,4.0201E+12,390,39004,-89.42444181,46.18048459
311,nhd_11950275,11950275,1579511,Inkpot Lake,4.0201E+12,390,39004,-89.33520651,46.18267112
312,nhd_11950283,11950283,1620222,Hoist Lake,4.0201E+12,390,39004,-89.15851391,46.18403775
313,nhd_11950285,11950285,1580502,Spring Lake,4.0201E+12,390,39004,-89.35618232,46.17622376
314,nhd_11950297,11950297,1579122,Devils Lake,4.0201E+12,390,39004,-89.52153806,46.17441816
315,nhd_11950309,11950309,1579029,Coffee Lake,4.0201E+12,390,39004,-89.46652068,46.17322364
316,nhd_11950315,11950315,1578755,Benny Lake,4.0201E+12,390,39004,-89.45040015,46.17236428
317,nhd_11950321,11950321,1579389,Hardin Lake,4.0201E+12,390,39004,-89.41340856,46.17176063
318,nhd_11950323,11950323,1579018,Cleveland Lake,4.0201E+12,390,39004,-89.42786474,46.17239264
319,nhd_11950391,11950391,1579215,Erwin Lake,4.0201E+12,390,39004,-89.447407,46.16332381
320,nhd_11950417,11950417,1580121,Perry Lake,4.0201E+12,390,39004,-89.4672787,46.15865299
321,nhd_11950425,11950425,1579860,Merrill Lake,4.0201E+12,390,39004,-89.36229566,46.16052971
322,nhd_11950445,11950445,1579274,Forest Lake,4.0201E+12,390,39004,-89.37628574,46.14909992
323,nhd_11950529,11950529,1580832,Lake of the Woods,4.0201E+12,390,39004,-89.40398816,46.1420369
324,nhd_11950551,11950551,1579613,Lac du Lune,4.0201E+12,390,39004,-89.38505962,46.1295447
325,nhd_11950581,11950581,1580779,White Spruce Lake,4.0201E+12,390,39004,-89.41870657,46.12944545
326,nhd_11950635,11950635,1566923,Indian Lake,4.0201E+12,390,39004,-89.40716969,46.11849246
327,nhd_11950663,11950663,1576667,White Squaw Lake,4.0201E+12,390,39004,-89.40728787,46.11210403
328,nhd_11950665,11950665,1562576,Camp Five Lake,4.0201E+12,390,39004,-89.38479375,46.11212185
329,nhd_11957964,11957964,1616703,Wolf Lake,4.03011E+12,390,39004,-87.89488873,46.59126421
330,nhd_11957970,11957970,,,4.03011E+12,390,39004,-87.9571979,46.58562048
331,nhd_11957982,11957982,622021,Brocky Lake,4.03011E+12,390,39004,-87.85158193,46.57867776
332,nhd_11958048,11958048,1615058,Trembath Lake,4.03011E+12,390,39004,-87.87276229,46.54838507
333,nhd_11958148,11958148,621756,Boston Lake,4.03011E+12,390,39004,-87.82462028,46.50925725
334,nhd_11958758,11958758,626044,Fish Lake,4.03011E+12,390,39004,-87.96311788,46.49687117
335,nhd_11958784,11958784,631191,Lowmoor Lake,4.03011E+12,390,39004,-87.82736658,46.48374463
336,nhd_11958820,11958820,626975,Goose Lake,4.03011E+12,390,39004,-87.51834435,46.46960149
337,nhd_11958824,11958824,632400,Lake Miller,4.03011E+12,390,39004,-87.63113124,46.47352376
338,nhd_11958920,11958920,,,4.03011E+12,390,39004,-87.79120521,46.40020239
339,nhd_11958922,11958922,635375,Powell Lake,4.03011E+12,390,39004,-87.4491525,46.39906859
340,nhd_11958984,11958984,638518,Sporley Lake,4.03011E+12,390,39004,-87.33989221,46.33374393
341,nhd_11959024,11959024,638979,Stump Lake,4.03011E+12,390,39004,-87.39353116,46.31523816
342,nhd_11959062,11959062,624619,Dewey Lake,4.03011E+12,390,39004,-87.78001887,46.3011554
343,nhd_11959074,11959074,633040,Mud Lake,4.03011E+12,390,39004,-87.5311808,46.29531483
344,nhd_11959086,11959086,625831,Farmer Lake,4.03011E+12,390,39004,-87.32441141,46.29374128
345,nhd_11959120,11959120,630664,Little Lake,4.03011E+12,390,39004,-87.35026566,46.27720869
346,nhd_11959124,11959124,,,4.03011E+12,390,39004,-87.38817922,46.28268772
347,nhd_11959134,11959134,632076,Mehl Lake,4.03011E+12,390,39004,-87.37483246,46.27625709
348,nhd_11959140,11959140,632673,Morbit Lake,4.03011E+12,390,39004,-87.32793653,46.27639475
349,nhd_11959158,11959158,623034,Chain of Lakes,4.03011E+12,390,39004,-87.93090258,46.26805684
350,nhd_11959162,11959162,634870,Pike Lake,4.03011E+12,390,39004,-87.57598628,46.26745785
351,nhd_11959166,11959166,638594,Spring Lake,4.03011E+12,390,39004,-87.58721695,46.26790239
352,nhd_11959168,11959168,624103,Crooked Lake,4.03011E+12,390,39004,-87.60004495,46.26625873
353,nhd_11959170,11959170,629342,Johnson Lake,4.03011E+12,390,39004,-87.42182539,46.2657124
354,nhd_11959172,11959172,621182,Bertraud Lake,4.03011E+12,390,39004,-87.41123791,46.26577228
355,nhd_11959176,11959176,620712,Bass Lake,4.03011E+12,390,39004,-87.59155902,46.2634169
356,nhd_11959178,11959178,,,4.03011E+12,390,39004,-87.63314127,46.26160832
357,nhd_11959180,11959180,620716,Bass Lake,4.03011E+12,390,39004,-87.37297759,46.25718496
358,nhd_11959182,11959182,,,4.03011E+12,390,39004,-87.62657009,46.26057279
359,nhd_11959184,11959184,630761,Little Shag Lake,4.03011E+12,390,39004,-87.49551964,46.25832839
360,nhd_11959186,11959186,632385,Miller Lake,4.03011E+12,390,39004,-87.51330382,46.25685761
361,nhd_11959190,11959190,635846,Rice Lake,4.03011E+12,390,39004,-87.39842147,46.25299065
362,nhd_11959228,11959228,620103,Anderson Lake,4.03011E+12,390,39004,-87.49295278,46.22171411
363,nhd_12004517,12004517,,,4.0302E+12,390,39004,-87.97537509,44.52620495
364,nhd_120051017,120051017,,,,436,43601,-93.60906692,44.2210362
365,nhd_12005109,12005109,,,4.0302E+12,390,39004,-87.97052061,44.44906005
366,nhd_120051919,120051919,1776825,Pool 2,7.01021E+12,390,39004,-92.94703133,44.77246025
367,nhd_120051921,120051921,659760,Mooney Lake,7.01021E+12,390,39004,-93.52097767,45.00039541
368,nhd_120051922,120051922,,,,390,39004,-93.11303851,44.99823033
369,nhd_120051923,120051923,,,,390,39004,-94.93785696,44.99453846
370,nhd_120052016,120052016,,,,390,39004,-95.88343413,46.02334956
371,nhd_120052017,120052017,,,,390,39009,-96.61179963,45.40992204
372,nhd_120052019,120052019,652901,Swan Lake,7.02E+12,390,39004,-96.0061043,46.22047939
373,nhd_120052020,120052020,,,,390,39004,-94.99779018,45.30477401
374,nhd_120052022,120052022,647734,Medicine Lake,7.01021E+12,390,39009,-93.41989978,45.00630463
375,nhd_120052023,120052023,,,,390,39004,-96.21638408,44.49874192
376,nhd_120052027,120052027,,,,390,39004,-94.33310498,44.99940055
377,nhd_120052029,120052029,,,,390,39004,-94.02333625,44.99597825
378,nhd_120052030,120052030,,,,390,39004,-93.99616805,44.98559346
379,nhd_120052041,120052041,,,,390,39004,-93.93744063,45.49596096
380,nhd_120052043,120052043,,,,390,39004,-93.48592971,45.50079033
381,nhd_120052044,120052044,,,,390,39004,-93.33069468,45.50574838
382,nhd_120052062,120052062,,,,390,39004,-95.59374282,45.99874855
383,nhd_120052064,120052064,,,,390,39004,-95.00272519,45.9076344
384,nhd_120052067,120052067,,,,390,39004,-95.44752864,45.50195136
385,nhd_120052116,120052116,,,,390,39004,-95.98089762,46.49672167
386,nhd_120052117,120052117,,,,390,39004,-95.92358836,46.50180894
387,nhd_120052119,120052119,,,,390,39004,-95.81044451,46.52144028
388,nhd_120052120,120052120,,,,390,39004,-95.6827994,46.5014592
389,nhd_120052122,120052122,,,9.0201E+12,390,39004,-95.98531234,46.38722269
390,nhd_120052132,120052132,,,,390,39004,-95.77394726,47.00260738
391,nhd_120052135,120052135,1776217,Potato Lake,7.01011E+12,390,39004,-95.05219076,47.00204565
392,nhd_120052138,120052138,,,,390,39004,-96.00834938,46.81050263
393,nhd_120052139,120052139,,,,390,39004,-96.03520627,46.69774607
394,nhd_120052142,120052142,,,,390,39004,-96.01336882,46.63385091
395,nhd_120052143,120052143,,,,390,39004,-96.00283116,46.59140194
396,nhd_120052144,120052144,,,,390,39004,-94.99558629,47.18947829
397,nhd_120052157,120052157,1569636,Lake Mohawksin,7.07E+12,390,39004,-89.75366917,45.47803178
398,nhd_120052158,120052158,,,,390,39004,-88.67066911,45.49804734
399,nhd_120052159,120052159,,,,390,39004,-88.44936425,45.50067269
400,nhd_120052161,120052161,,,,390,39009,-89.19946626,45.50597936
401,nhd_120052162,120052162,,,,390,39004,-88.13949688,44.99826669
402,nhd_120052163,120052163,,,,390,39004,-86.06751256,45.99891986
403,nhd_120052164,120052164,,,,390,39004,-86.10270537,46.00170212
404,nhd_120052165,120052165,,,,390,39004,-86.12939148,45.99518209
405,nhd_120052167,120052167,,,,390,39004,-87.99491767,46.60046426
406,nhd_120052168,120052168,,,,390,39004,-89.00150735,45.92064967
407,nhd_120052169,120052169,,,,390,39004,-88.99971664,45.90162833
408,nhd_120052170,120052170,,,,390,39009,-89.00142692,45.93541614
409,nhd_120052171,120052171,1572604,Rosebush Lake,4.03011E+12,390,39004,-87.79286417,45.49445723
410,nhd_120052172,120052172,,,,390,39004,-88.07979668,45.49917276
411,nhd_120052173,120052173,,,,390,39004,-89.0020153,44.05542161
412,nhd_120052174,120052174,,,,390,39004,-88.85228965,43.99792134
413,nhd_120052176,120052176,,,,390,39009,-89.00407574,43.80872231
414,nhd_120052183,120052183,,,,390,39009,-95.89026458,48.49032862
415,nhd_120052196,120052196,,,9.03E+12,390,39004,-91.0041333,48.12524564
416,nhd_120052197,120052197,,,,390,39004,-91.01681197,48.11203213
417,nhd_120052198,120052198,,,,390,39004,-91.00382736,48.10404681
418,nhd_120052201,120052201,,,9.03E+12,390,39009,-90.92014888,48.21205341
419,nhd_120052204,120052204,,,,390,39004,-90.29080384,48.00269105
420,nhd_120052205,120052205,,,,390,39004,-90.38234315,48.00097284
421,nhd_120052207,120052207,,,,390,39004,-90.54757828,48.00445893
422,nhd_120052209,120052209,,,,390,39004,-90.60868689,47.99920973
423,nhd_120052216,120052216,,,,390,39004,-91.13017209,47.99357629
424,nhd_120052217,120052217,,,,390,39004,-91.19662014,48.01202446
425,nhd_120052219,120052219,,,,390,39004,-91.34264055,48.00155992
426,nhd_120052220,120052220,,,9.03E+12,390,39004,-91.35827198,47.98097912
427,nhd_120052221,120052221,658332,Snowbank Lake,9.03E+12,390,39009,-91.41862967,47.9881802
428,nhd_120052222,120052222,,,9.03E+12,390,39004,-91.46639164,48.01642463
429,nhd_120052223,120052223,,,,390,39004,-91.53504519,48.001304
430,nhd_120052226,120052226,,,,390,39004,-91.86117488,48.00037249
431,nhd_120052227,120052227,662630,Tee Lake,9.03E+12,390,39004,-91.88110153,48.00096575
432,nhd_120052228,120052228,,,,390,39004,-91.96864282,48.00886469
433,nhd_120052229,120052229,,,,390,39004,-92.02365753,47.99840047
434,nhd_120052231,120052231,,,,390,39009,-91.99521585,48.07252031
435,nhd_120052232,120052232,,,,390,39004,-92.34780563,48.00772205
436,nhd_120052233,120052233,662245,Rainy Lake,9.03E+12,390,39009,-93.02683575,48.58354581
437,nhd_120052234,120052234,,,,390,39004,-92.99640836,48.53880196
438,nhd_120052238,120052238,,,,390,39009,-92.71693306,48.42009151
439,nhd_120052240,120052240,,,,390,39004,-92.80543571,48.49805539
440,nhd_120052241,120052241,,,,390,39004,-92.88232531,48.50309203
441,nhd_120052243,120052243,,,,390,39009,-92.64766415,48.00914632
442,nhd_120052249,120052249,647222,Lake Louisa,7.02001E+12,390,39004,-95.48044992,44.00312415
443,nhd_120052251,120052251,646932,Little Spirit Lake,1.023E+13,390,39004,-95.12814646,43.50525378
444,nhd_120052351,120052351,,,,390,39009,-89.34189835,43.04585865
445,nhd_120052352,120052352,,,,390,39009,-88.96112403,42.87276646
446,nhd_120052353,120052353,,,,390,39004,-89.00058468,42.67567541
447,nhd_120052408,120052408,,,,390,39004,-91.35581497,46.49748072
448,nhd_120052441,120052441,,,,390,39004,-85.0030701,43.84857627
449,nhd_120052443,120052443,,,,390,39009,-88.41003568,44.01905395
450,nhd_120052444,120052444,,,,390,39004,-89.00151642,43.64739334
451,nhd_120052445,120052445,,,,390,39004,-88.06983317,42.50323222
452,nhd_120052446,120052446,,,,390,39004,-88.99184039,43.0009524
453,nhd_120052450,120052450,,,,390,39004,-89.4886507,43.00071385
454,nhd_120052452,120052452,,,,390,39004,-90.9950232,45.92399708
455,nhd_120052453,120052453,,,,390,39004,-92.0074922,45.86772343
456,nhd_120052454,120052454,,,,390,39004,-90.28676883,45.99872164
457,nhd_120052474,120052474,,,,390,39004,-89.29911536,43.49765886
458,nhd_120052560,120052560,,,,390,39004,-89.50767335,46.0060349
459,nhd_120052561,120052561,1580468,Spectacle Lake,4.03011E+12,390,39004,-89.02085283,46.00521388
460,nhd_120052563,120052563,,,,390,39004,-88.99756064,45.58354785
461,nhd_120052572,120052572,,,,390,39004,-95.27068759,44.0065539
462,nhd_120052573,120052573,,,,390,39004,-94.57971544,43.50711876
463,nhd_120052587,120052587,,,,390,39009,-89.96137928,44.14117295
464,nhd_120052589,120052589,,,,390,39009,-89.979228,43.92800399
465,nhd_120052590,120052590,,,,390,39004,-88.79442639,45.50028745
466,nhd_120052591,120052591,,,,390,39004,-88.77302813,45.50075726
467,nhd_120052592,120052592,,,,390,39004,-88.76389228,45.50158192
468,nhd_120052593,120052593,,,,390,39004,-88.39259541,45.50250604
469,nhd_120052594,120052594,,,,390,39004,-89.00150214,45.45486555
470,nhd_120052608,120052608,,,,390,39004,-87.99928171,43.42554262
471,nhd_120052610,120052610,,,,390,39004,-88.27080965,42.50701123
472,nhd_120052611,120052611,,,,390,39004,-88.15882201,42.49879438
473,nhd_120052612,120052612,,,,390,39004,-88.08716641,42.49691293
474,nhd_120052619,120052619,,,,390,39004,-95.96856122,46.58038096
475,nhd_120052620,120052620,,,,390,39004,-95.98944447,46.53639695
476,nhd_120052743,120052743,,,,390,39004,-88.11562658,42.50162821
477,nhd_120052864,120052864,,,,390,39004,-93.67218544,47.50381315
478,nhd_120052865,120052865,,,,390,39004,-94.06393121,47.50442618
479,nhd_120052892,120052892,,,,390,39009,-94.6202572,47.50664451
480,nhd_120052893,120052893,,,,390,39004,-94.51496316,47.49942357
481,nhd_120052894,120052894,,,,390,39004,-94.36703953,47.49377276
482,nhd_120052895,120052895,,,,390,39004,-95.00494081,47.49049001
483,nhd_120052896,120052896,,,,390,39009,-94.19718455,47.44202045
484,nhd_120052897,120052897,,,,390,39004,-95.00083951,47.46333921
485,nhd_120052965,120052965,1776043,Fowl Lake,4.0101E+12,390,39004,-90.01222678,48.0631488
486,nhd_120053084,120053084,662412,Seven Beaver Lake,4.0102E+12,390,39004,-91.81122329,47.49537274
487,nhd_120053087,120053087,,,,390,39004,-92.99181433,47.67301164
488,nhd_120053088,120053088,,,,390,39009,-91.97728851,47.77466135
489,nhd_120053089,120053089,657916,Portage Lake,9.03001E+12,390,39009,-94.00161088,47.61152242
490,nhd_120053090,120053090,,,,390,39004,-92.65670867,47.48258984
491,nhd_120053092,120053092,662518,Spring Lake,4.0102E+12,390,39004,-92.0022589,47.06912308
492,nhd_120053093,120053093,660620,Jacobs Lake,4.0102E+12,390,39004,-92.11336114,47.0036432
493,nhd_120053100,120053100,,,,390,39004,-95.74247711,47.50743695
494,nhd_120053105,120053105,,,,390,39004,-94.65293575,46.99008568
495,nhd_120053106,120053106,,,,390,39004,-94.61030542,47.00025294
496,nhd_120053107,120053107,,,,390,39004,-94.45121379,46.99752551
497,nhd_120053108,120053108,,,,390,39004,-94.42883538,46.9997568
498,nhd_120053110,120053110,,,,390,39004,-94.36202039,46.99355951
499,nhd_120053111,120053111,,,,390,39004,-94.28816376,46.99979032
500,nhd_120053114,120053114,,,7.0101E+12,390,39004,-94.12596214,46.99464066
501,nhd_120053116,120053116,,,,390,39004,-92.00124084,46.15507811
502,nhd_120053117,120053117,1575814,Twin Lakes,4.0103E+12,390,39004,-91.75939973,46.49981249
503,nhd_120053121,120053121,,,,390,39004,-90.9972245,46.0928825
504,nhd_120053122,120053122,,,,390,39004,-90.99585377,46.08338181
505,nhd_120053124,120053124,,,,390,39004,-91.99815882,45.81835745
506,nhd_120053127,120053127,,,,390,39004,-92.32416582,45.98927447
507,nhd_120053129,120053129,,,,390,39004,-92.29773624,45.49781227
508,nhd_120053130,120053130,,,,390,39004,-92.32973912,45.49663258
509,nhd_120053150,120053150,,,,390,39004,-91.41992317,44.00034964
510,nhd_120053163,120053163,,,,390,39004,-94.46611072,43.50444808
511,nhd_120053180,120053180,,,,390,39004,-95.00071607,45.18472407
512,nhd_120053182,120053182,,,,390,39004,-94.98860027,45.05895611
513,nhd_120053189,120053189,,,,390,39004,-94.49635809,45.00652394
514,nhd_120053212,120053212,,,,390,39004,-92.67853402,46.4976872
515,nhd_120053216,120053216,,,,390,39004,-93.99748315,46.49818731
516,nhd_120053217,120053217,,,,390,39004,-94.00061992,46.48653094
517,nhd_120053218,120053218,,,,390,39009,-93.0038308,45.55294129
518,nhd_120053219,120053219,1792017,Lake Mallalieu 175,7.03001E+12,390,39004,-92.77121419,44.93099329
519,nhd_120053220,120053220,,,,390,39004,-94.00396785,44.99300123
520,nhd_120053228,120053228,,,,390,39004,-93.99646873,45.07087351
521,nhd_120053244,120053244,,,,390,39004,-93.79604263,46.50078639
522,nhd_120053245,120053245,652092,Sisabagamah Lake,7.0101E+12,390,39004,-93.60662947,46.50400387
523,nhd_120053246,120053246,,,,390,39004,-93.9142341,46.49671005
524,nhd_120053248,120053248,,,,390,39004,-93.75157212,46.50233749
525,nhd_120053259,120053259,,,,390,39009,-90.99913226,48.03440896
526,nhd_120053260,120053260,,,,390,39004,-90.00459391,47.99173566
527,nhd_120053262,120053262,,,,390,39004,-90.00079617,47.89808906
528,nhd_120053263,120053263,,,,390,39004,-90.10359838,47.9983767
529,nhd_120053264,120053264,,,,390,39009,-90.17346571,48.00164522
530,nhd_120053266,120053266,,,,390,39004,-91.00993803,47.8606818
531,nhd_120053267,120053267,,,,390,39004,-90.99908721,47.75475349
532,nhd_120053271,120053271,644691,Harrison Lake,7.0101E+12,390,39004,-93.23715481,47.49924563
533,nhd_120053273,120053273,661565,Island Lake Reservoir,4.0102E+12,390,39010,-92.1657166,46.99862267
534,nhd_120053274,120053274,,,,390,39004,-92.63824469,47.00178632
535,nhd_120053275,120053275,,,,390,39004,-95.00495114,47.01677545
536,nhd_120053276,120053276,,,,390,39004,-94.99564787,47.03866731
